City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
497,Berlevag,NO,57.2,overcast clouds,70.8578,29.0864,Kvitbrakka
498,Alta Floresta,BR,75.47,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
499,Tomatlan,MX,77.92,overcast clouds,19.9333,-105.25,El Salvial
500,Kilindoni,TZ,74.46,clear sky,-7.9139,39.6668,Bustani B&B
503,Fortuna,US,64.98,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
504,Rio Grande,BR,50.11,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
505,Yeysk,RU,76.6,broken clouds,46.6989,38.2792,Pridorozhnaya Guest House
506,Berea,US,73.54,scattered clouds,41.3662,-81.8543,Comfort Inn Cleveland Airport
508,Saint-Joseph,RE,65.21,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
509,Alice Springs,AU,62.15,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
511,Nome,US,58.15,overcast clouds,64.5011,-165.4064,Dredge 7 Inn
512,Chinsali,ZM,57.31,clear sky,-10.5414,32.0816,Chisakatu Guest House
513,Itupiranga,BR,77.32,broken clouds,-5.1347,-49.3267,Hotel Panorama
514,Svetlogorsk,BY,58.3,broken clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
516,Minas,UY,47.21,scattered clouds,-34.3759,-55.2377,Hotel Minas
519,Peniche,PT,68.11,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
521,La Rioja,ES,56.98,clear sky,42.25,-2.5,Casa Concejos
522,Paamiut,GL,45.81,overcast clouds,61.994,-49.6678,Pistut
523,Ashington,GB,67.41,overcast clouds,50.9331,-0.3909,Tirol House
526,Khatauli,IN,79.29,broken clouds,29.2833,77.7167,Ashu baisla
527,Northam,GB,58.24,broken clouds,51.0333,-4.2167,Durrant House Hotel
528,Saint-Pierre,RE,68.92,clear sky,-21.3393,55.4781,Alize Plage
529,Aklavik,CA,67.5,broken clouds,68.2191,-135.0107,Aklavik Inn
530,Mwinilunga,ZM,54.9,clear sky,-11.7358,24.4293,Kwakuwahi Lodge
532,Bilibino,RU,66.4,broken clouds,68.0546,166.4372,Gostinitsa Severyanka
533,Kedougou,SN,72.81,moderate rain,12.5579,-12.1743,Relais de Kédougou
536,Yoichi,JP,73.98,heavy intensity rain,43.2039,140.7703,Marumatta Farm 21
539,Oktyabrskoye,RU,59.14,clear sky,43.0645,44.7417,Prolesok Mini-hotel
542,Paso De Los Toros,UY,48.87,clear sky,-32.8167,-56.5167,Complejo Isabelino
543,Wiarton,CA,72.05,few clouds,44.7407,-81.1332,Waterview On The Bay
544,Jilib,SO,70.5,clear sky,0.4883,42.7854,Waadi Hotel
546,Peace River,CA,75.51,broken clouds,56.2501,-117.286,BCMInns - Peace River
547,Whitehorse,CA,68.02,light intensity shower rain,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
553,Port Hardy,CA,69.98,fog,50.6996,-127.4199,Airport Inn-Port Hardy
554,Bardiyah,LY,77.02,clear sky,31.7561,25.0865,بورتو بردية
555,Olden,NO,54.34,overcast clouds,61.8364,6.8064,Nesset Fjordcamping Olden
558,Vieste,IT,79.23,clear sky,41.8825,16.175,Hotel Falcone
559,Asau,RO,60.28,few clouds,46.4333,26.4,Casa Mika Ciobanus
561,Juneau,US,62.6,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
562,Illapel,CL,53.28,overcast clouds,-31.6308,-71.1653,Hotel Londres
563,Tual,ID,79.56,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
564,Bingol,TR,71.83,clear sky,38.8847,40.4939,Vali Konağı
566,Dalby,AU,62.98,overcast clouds,-27.1833,151.2667,Kobbers Motor Inn Dalby
