City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Puerto Escondido,MX,15.85,-97.0667,81.19,82,77,3.78,broken clouds
338,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,52.12,83,0,4.85,clear sky
339,Cockburn Town,TC,21.4612,-71.1419,81.91,84,0,19.86,clear sky
340,Anadyr,RU,64.75,177.4833,61.3,51,20,11.18,few clouds
341,Talnakh,RU,69.4865,88.3972,47.21,53,4,22.55,clear sky
342,Isangel,VU,-19.55,169.2667,80.71,69,40,10.36,scattered clouds
343,Saint-Esteve,FR,42.7131,2.843,82.22,49,0,12.66,clear sky
344,Nabire,ID,-3.3667,135.4833,82.71,75,100,2.37,overcast clouds
345,The Pas,CA,53.8251,-101.2541,66.22,77,75,10.36,broken clouds
346,Barra Patuca,HN,15.8,-84.2833,79.77,85,24,11.88,few clouds
347,Norsup,VU,-16.0667,167.3833,82.08,71,5,10.33,clear sky
348,Potosi,BO,-19.5836,-65.7531,44.85,24,0,0.31,clear sky
349,Vardo,NO,70.3705,31.1107,49.98,100,100,0.0,fog
350,Dingle,PH,10.9995,122.6711,84.63,71,100,1.66,overcast clouds
351,Cao Bang,VN,22.6667,106.25,85.77,66,12,3.38,few clouds
352,Bonthe,SL,7.5264,-12.505,76.03,82,100,8.88,overcast clouds
353,Kingsport,US,36.5484,-82.5618,76.26,93,75,3.44,broken clouds
354,Souillac,MU,-20.5167,57.5167,68.38,88,75,11.5,broken clouds
355,Cortez,US,37.3489,-108.5859,77.76,47,75,5.75,broken clouds
356,Hovd,MN,48.0056,91.6419,69.75,48,98,2.8,light rain
357,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.27,53,3,5.48,clear sky
358,Mozarlandia,BR,-14.7447,-50.5706,74.44,26,0,3.51,clear sky
359,Labytnangi,RU,66.6572,66.4183,56.8,65,23,6.11,few clouds
360,Vostok,RU,46.4856,135.8833,79.9,60,100,4.07,light rain
361,Chandbali,IN,20.7833,86.7667,86.94,67,100,10.45,overcast clouds
362,Hervey Bay,AU,-25.2986,152.8535,65.84,73,100,5.73,overcast clouds
363,Omsukchan,RU,62.5333,155.8,61.56,49,59,12.57,broken clouds
364,Dalvik,IS,65.9702,-18.5286,48.13,97,100,6.91,overcast clouds
365,Nacala,MZ,-14.5428,40.6728,66.9,91,42,6.22,scattered clouds
366,Manavalakurichi,IN,8.1333,77.3,78.85,85,100,13.44,overcast clouds
367,Longyearbyen,SJ,78.2186,15.6401,48.65,87,100,4.76,overcast clouds
368,Royal Leamington Spa,GB,52.3,-1.5333,60.46,76,100,4.47,overcast clouds
369,Aasiaat,GL,68.7098,-52.8699,39.0,94,28,7.27,scattered clouds
370,Rosario,AR,-32.9468,-60.6393,57.97,74,0,4.61,clear sky
371,Batemans Bay,AU,-35.7167,150.1833,59.09,43,3,12.12,clear sky
372,Mandalgovi,MN,45.7625,106.2708,76.32,33,97,11.01,overcast clouds
373,Orange,US,33.7,-117.7675,93.52,61,40,11.5,scattered clouds
374,Yatou,CN,37.15,122.3833,80.76,90,65,12.5,broken clouds
375,Bushehr,IR,28.9684,50.8385,87.89,62,0,0.0,clear sky
376,Miraflores,MX,19.2167,-98.8083,67.03,88,61,4.32,light rain
377,Kabo,CF,7.6994,18.629,69.64,96,100,4.32,overcast clouds
378,Cap Malheureux,MU,-19.9842,57.6142,66.47,81,0,3.0,light rain
379,San Carlos De Bariloche,AR,-41.1456,-71.3082,36.25,80,100,4.61,overcast clouds
380,Okhotsk,RU,59.3833,143.3,58.89,87,100,8.5,overcast clouds
381,Raudeberg,NO,61.9875,5.1352,52.47,72,35,5.79,scattered clouds
382,Pishin,PK,30.5803,66.9961,75.76,35,0,4.14,clear sky
383,Muros,ES,42.7762,-9.0603,70.16,76,1,10.71,clear sky
384,Stephenville,US,32.2207,-98.2023,95.86,28,40,8.05,scattered clouds
385,Dedougou,BF,12.4667,-3.4667,70.47,95,100,18.61,heavy intensity rain
386,Broken Hill,AU,-31.95,141.4333,55.54,42,0,4.94,clear sky
387,Adelaide,AU,-34.9333,138.6,59.41,77,20,17.27,few clouds
388,Murindo,CO,6.9848,-76.7544,74.48,97,100,2.8,overcast clouds
389,Wanning,CN,18.8003,110.3967,87.71,66,7,6.17,clear sky
390,Koslan,RU,63.4564,48.8989,59.7,98,75,4.14,broken clouds
391,Vesyegonsk,RU,58.664,37.2604,51.98,81,95,2.37,overcast clouds
392,Vyborg,RU,60.7076,28.7528,58.33,90,64,5.37,broken clouds
393,Koumac,NC,-20.5667,164.2833,74.75,67,75,9.13,broken clouds
394,Clyde River,CA,70.4692,-68.5914,35.83,100,100,5.75,overcast clouds
395,Coquimbo,CL,-29.9533,-71.3436,53.33,100,20,4.61,few clouds
396,Yumen,CN,40.2833,97.2,78.44,34,22,13.09,few clouds
397,Touros,BR,-5.1989,-35.4608,76.53,84,96,13.96,overcast clouds
398,Nioro,GM,13.35,-15.75,71.31,92,100,10.56,light rain
399,Magam,IN,34.0833,74.5833,63.03,95,100,1.66,overcast clouds
400,Kachiry,KZ,53.0675,76.1036,67.42,82,12,9.75,few clouds
401,Takoradi,GH,4.8845,-1.7554,73.81,84,98,12.66,overcast clouds
402,Nelson Bay,AU,-32.7167,152.15,61.09,80,100,7.0,light rain
403,Cam Ranh,VN,11.9214,109.1591,89.56,58,0,0.0,clear sky
404,Antofagasta,CL,-23.65,-70.4,56.48,85,59,5.48,broken clouds
405,Zelenoborsk,RU,61.4669,64.0333,57.88,58,90,7.16,overcast clouds
406,Huilong,CN,31.8111,121.655,85.46,71,2,11.34,clear sky
407,Najran,SA,17.4924,44.1277,84.85,61,63,11.25,broken clouds
408,Merritt Island,US,28.5392,-80.672,85.08,81,0,5.75,clear sky
409,Shieli,KZ,44.1667,66.75,79.36,38,22,9.33,few clouds
410,Ilulissat,GL,69.2167,-51.1,37.09,85,63,5.26,broken clouds
411,Algiers,DZ,36.7525,3.042,73.22,88,20,3.44,few clouds
412,Khatanga,RU,71.9667,102.5,48.58,63,66,11.95,broken clouds
413,Namibe,AO,-15.1961,12.1522,56.73,79,3,10.94,clear sky
414,Florianopolis,BR,-27.6146,-48.5012,58.23,83,0,9.22,clear sky
415,Rio Gallegos,AR,-51.6226,-69.2181,39.25,70,0,12.66,clear sky
416,Gamba,GA,-2.65,10.0,71.65,91,94,7.27,overcast clouds
417,Gat,IL,31.61,34.7642,75.88,75,0,2.33,clear sky
418,Hukuntsi,BW,-24.0,21.75,57.04,26,86,14.43,overcast clouds
419,Boa Vista,BR,2.8197,-60.6733,82.38,74,20,3.44,few clouds
420,Onverwacht,SR,5.5833,-55.1833,78.85,94,40,3.44,scattered clouds
421,Nyurba,RU,63.2842,118.3319,75.45,59,100,5.41,overcast clouds
422,Redlands,US,34.0556,-117.1825,91.08,39,34,7.74,scattered clouds
423,Bubaque,GW,11.2833,-15.8333,79.02,78,100,16.02,overcast clouds
424,Victor Harbor,AU,-35.5667,138.6167,57.0,83,11,1.99,few clouds
425,Westport,US,41.1415,-73.3579,77.76,83,100,1.99,overcast clouds
426,Lompoc,US,34.6391,-120.4579,85.78,75,0,11.5,clear sky
427,Coolum Beach,AU,-26.5333,153.1,63.1,95,100,4.0,overcast clouds
428,Arlit,NE,18.7369,7.3853,91.15,40,45,17.52,scattered clouds
429,Karratha,AU,-20.7377,116.8463,77.09,56,59,7.36,broken clouds
430,Deputatskiy,RU,69.3,139.9,68.72,67,100,4.21,overcast clouds
431,Winnemucca,US,40.973,-117.7357,102.25,5,0,4.61,clear sky
432,Carauari,BR,-4.8828,-66.8958,78.73,73,92,0.94,overcast clouds
433,Wyndham,US,37.6985,-77.6125,75.0,93,100,0.0,mist
434,Sibu,MY,2.3,111.8167,80.91,83,20,7.0,few clouds
435,Beira,MZ,-19.8436,34.8389,64.49,94,20,3.44,few clouds
436,Superior,US,46.7208,-92.1041,73.49,91,75,6.91,thunderstorm
437,Shelburne,CA,44.0787,-80.2041,73.24,72,100,3.4,overcast clouds
438,Tigil,RU,57.8,158.6667,69.1,45,11,1.68,few clouds
439,Tsogni,GA,-2.7942,10.0988,70.97,92,90,6.8,overcast clouds
440,Correntina,BR,-13.3433,-44.6367,71.28,31,5,2.77,clear sky
441,Calarasi,MD,47.2544,28.3081,66.31,93,99,1.59,overcast clouds
442,Lavrentiya,RU,65.5833,-171.0,48.56,70,98,5.39,overcast clouds
443,Port Lincoln,AU,-34.7333,135.8667,59.76,61,3,15.64,clear sky
444,Kambove,CD,-10.8764,26.5969,58.41,47,0,3.69,clear sky
445,Guaymas,MX,27.9333,-110.9,86.88,56,95,5.32,overcast clouds
446,Fredericksburg,US,38.3032,-77.4605,74.21,87,100,0.0,drizzle
447,Mayo,US,38.8876,-76.5119,73.35,91,100,5.75,overcast clouds
448,Rock Sound,BS,24.9,-76.2,83.05,79,29,19.28,scattered clouds
449,Chipinge,ZW,-20.1883,32.6236,50.49,60,5,3.74,clear sky
450,Miri,MY,4.4148,114.0089,78.94,83,20,5.75,few clouds
451,Dulce Nombre De Culmi,HN,15.1,-85.5333,69.98,98,87,2.44,overcast clouds
452,Nantucket,US,41.2835,-70.0995,75.99,88,0,8.05,clear sky
453,Irara,BR,-12.05,-38.7667,66.43,97,9,7.38,clear sky
454,Padang,ID,-0.9492,100.3543,82.45,77,100,2.26,overcast clouds
455,Samarai,PG,-10.6167,150.6667,81.34,76,64,11.65,broken clouds
456,Balkhash,KZ,46.844,74.9804,65.01,77,0,8.95,clear sky
457,Gambo,CF,4.6482,22.2633,67.71,95,100,0.63,overcast clouds
458,Zhigansk,RU,66.7697,123.3711,71.82,61,64,2.75,broken clouds
459,Surt,LY,31.2089,16.5887,80.19,83,0,5.59,clear sky
460,Athmallik,IN,20.7219,84.5348,84.61,72,100,0.81,overcast clouds
461,Ambovombe,MG,-25.1667,46.0833,65.1,91,13,6.22,few clouds
462,Batabano,CU,22.7164,-82.2881,82.72,81,75,6.93,broken clouds
463,Mallaig,CA,54.2169,-111.3685,67.78,71,12,2.46,few clouds
464,Yamada,JP,39.4667,141.95,77.58,85,100,4.72,light rain
465,Huadian,CN,42.9633,126.7478,81.46,79,100,3.22,overcast clouds
466,Ust-Maya,RU,60.4167,134.5333,85.71,41,84,11.48,broken clouds
467,Balabac,PH,7.9868,117.0645,80.26,80,100,7.27,light rain
468,Paita,PE,-5.0892,-81.1144,62.91,84,6,12.46,clear sky
469,Diamantino,BR,-14.4086,-56.4461,72.25,36,0,2.62,clear sky
470,Teya,RU,60.3778,92.6267,56.34,68,100,6.31,overcast clouds
471,Egvekinot,RU,66.3167,-179.1667,55.4,46,25,4.97,scattered clouds
472,Waipawa,NZ,-41.4122,175.5153,51.44,58,2,7.25,clear sky
473,Jiuquan,CN,39.7432,98.5174,75.24,43,73,5.03,broken clouds
474,Jorochito,BO,-18.05,-63.4333,67.35,72,4,5.1,clear sky
475,Emerald,AU,-23.5333,148.1667,67.33,67,86,9.6,overcast clouds
476,Kars,TR,40.602,43.095,56.93,72,0,1.19,clear sky
477,Chicama,PE,-7.8447,-79.1469,59.54,84,18,5.57,few clouds
478,San Pedro,PH,14.35,121.0167,85.35,78,75,3.44,broken clouds
479,Ayan,RU,56.45,138.1667,57.11,94,100,10.58,overcast clouds
480,Mabaruma,GY,8.2,-59.7833,74.7,93,26,2.93,scattered clouds
481,Esso,RU,55.9333,158.7,59.07,67,93,3.18,light rain
482,Betioky,MG,-23.7167,44.3833,66.56,73,74,4.81,broken clouds
483,Trelew,AR,-43.249,-65.3051,45.88,79,100,6.69,overcast clouds
484,Navirai,BR,-23.065,-54.1906,66.52,48,78,2.77,broken clouds
485,Salme,NP,28.0369,85.0942,64.69,95,100,1.7,overcast clouds
486,Cherepovets,RU,59.1333,37.9,54.18,83,100,4.38,overcast clouds
487,Narasannapeta,IN,18.4167,84.05,83.97,78,100,6.91,overcast clouds
488,Maldonado,UY,-34.6667,-54.9167,50.23,87,97,4.5,overcast clouds
489,Bomet,KE,-0.7813,35.3416,55.11,96,92,2.95,overcast clouds
490,Matadi,CD,-5.8167,13.45,68.7,89,82,3.56,broken clouds
491,Marsabit,KE,2.3284,37.9899,60.98,78,84,20.96,broken clouds
492,Faya,SA,18.3851,42.4509,66.72,66,91,6.38,overcast clouds
493,Atambua,ID,-9.1061,124.8925,81.73,61,37,2.33,scattered clouds
494,Nouadhibou,MR,20.931,-17.0347,75.18,78,1,6.91,clear sky
495,Guadalajara,MX,20.6667,-103.3333,67.77,64,75,5.75,broken clouds
496,Abu Dhabi,AE,24.4667,54.3667,98.71,43,0,8.05,clear sky
497,Berlevag,NO,70.8578,29.0864,57.2,92,92,2.59,overcast clouds
498,Alta Floresta,BR,-9.8756,-56.0861,75.47,40,23,2.53,few clouds
499,Tomatlan,MX,19.9333,-105.25,77.92,84,99,1.54,overcast clouds
500,Kilindoni,TZ,-7.9139,39.6668,74.46,81,2,10.71,clear sky
501,Tongliao,CN,43.6125,122.2653,86.34,59,10,7.92,clear sky
502,Myanaung,MM,18.2833,95.3167,83.98,71,100,5.82,overcast clouds
503,Fortuna,US,40.5982,-124.1573,64.98,83,0,14.97,clear sky
504,Rio Grande,BR,-32.035,-52.0986,50.11,93,7,6.64,clear sky
505,Yeysk,RU,46.6989,38.2792,76.6,55,74,19.44,broken clouds
506,Berea,US,41.3662,-81.8543,73.54,79,49,7.43,scattered clouds
507,Rosarito,MX,32.3333,-117.0333,80.67,67,1,5.84,clear sky
508,Saint-Joseph,RE,-21.3667,55.6167,65.21,78,27,7.94,scattered clouds
509,Alice Springs,AU,-23.7,133.8833,62.15,36,49,16.11,scattered clouds
510,Harlingen,US,26.1906,-97.6961,86.09,86,6,13.38,clear sky
511,Nome,US,64.5011,-165.4064,58.15,80,100,9.78,overcast clouds
512,Chinsali,ZM,-10.5414,32.0816,57.31,55,0,5.7,clear sky
513,Itupiranga,BR,-5.1347,-49.3267,77.32,96,59,4.5,broken clouds
514,Svetlogorsk,BY,52.6333,29.7333,58.3,83,76,6.85,broken clouds
515,Saint-Augustin,CA,51.226,-58.6502,65.53,67,87,9.37,overcast clouds
516,Minas,UY,-34.3759,-55.2377,47.21,86,36,4.76,scattered clouds
517,Estelle,US,29.8458,-90.1067,84.2,75,20,4.61,few clouds
518,Dubti,ET,11.7361,41.0853,80.26,64,73,23.15,broken clouds
519,Peniche,PT,39.3558,-9.3811,68.11,95,0,5.14,clear sky
520,Tabuk,PH,17.4189,121.4443,83.43,74,100,2.3,overcast clouds
521,La Rioja,ES,42.25,-2.5,56.98,72,0,4.0,clear sky
522,Paamiut,GL,61.994,-49.6678,45.81,88,100,4.16,overcast clouds
523,Ashington,GB,50.9331,-0.3909,67.41,88,98,6.22,overcast clouds
524,Vanimo,PG,-2.6741,141.3028,86.41,64,76,6.71,broken clouds
525,Raga,SS,8.4596,25.678,68.79,96,97,6.15,overcast clouds
526,Khatauli,IN,29.2833,77.7167,79.29,87,61,3.36,broken clouds
527,Northam,GB,51.0333,-4.2167,58.24,97,82,1.36,broken clouds
528,Saint-Pierre,RE,-21.3393,55.4781,68.92,64,0,6.91,clear sky
529,Aklavik,CA,68.2191,-135.0107,67.5,45,75,6.93,broken clouds
530,Mwinilunga,ZM,-11.7358,24.4293,54.9,40,0,3.98,clear sky
531,Kichera,RU,55.9375,110.0997,56.79,99,100,1.92,light rain
532,Bilibino,RU,68.0546,166.4372,66.4,37,60,6.38,broken clouds
533,Kedougou,SN,12.5579,-12.1743,72.81,97,100,6.2,moderate rain
534,Katsuura,JP,35.1333,140.3,87.28,72,92,11.65,overcast clouds
535,Segou,ML,13.4317,-6.2157,80.69,65,31,9.26,scattered clouds
536,Yoichi,JP,43.2039,140.7703,73.98,94,100,3.27,heavy intensity rain
537,Balbalan,PH,17.4414,121.2019,75.54,71,100,1.79,overcast clouds
538,Shimoda,JP,34.6667,138.95,93.11,72,46,13.51,scattered clouds
539,Oktyabrskoye,RU,43.0645,44.7417,59.14,93,1,2.24,clear sky
540,Aquiraz,BR,-3.9014,-38.3911,80.19,85,3,13.2,clear sky
541,Koutsouras,GR,35.0339,25.9469,83.1,44,0,10.09,clear sky
542,Paso De Los Toros,UY,-32.8167,-56.5167,48.87,88,0,6.38,clear sky
543,Wiarton,CA,44.7407,-81.1332,72.05,60,20,5.75,few clouds
544,Jilib,SO,0.4883,42.7854,70.5,92,0,5.17,clear sky
545,Medicine Hat,CA,50.0501,-110.6683,93.63,28,20,9.22,few clouds
546,Peace River,CA,56.2501,-117.286,75.51,56,75,13.8,broken clouds
547,Whitehorse,CA,60.7161,-135.0538,68.02,56,75,3.0,light intensity shower rain
548,Zyryanka,RU,65.75,150.85,79.25,37,100,19.77,overcast clouds
549,Allacapan,PH,18.226,121.5562,86.65,67,100,1.81,overcast clouds
550,Panacan,PH,9.2463,118.4082,82.78,77,100,10.89,overcast clouds
551,Russell,US,32.3502,-85.1999,85.23,83,40,0.0,scattered clouds
552,Seydi,TM,39.4816,62.9137,82.04,29,98,8.05,overcast clouds
553,Port Hardy,CA,50.6996,-127.4199,69.98,73,75,12.66,fog
554,Bardiyah,LY,31.7561,25.0865,77.02,90,0,15.01,clear sky
555,Olden,NO,61.8364,6.8064,54.34,97,100,5.41,overcast clouds
556,Batagay-Alyta,RU,67.8006,130.4114,73.72,46,100,12.44,overcast clouds
557,Smidovich,RU,48.6,133.8167,81.32,75,51,3.83,broken clouds
558,Vieste,IT,41.8825,16.175,79.23,63,0,15.35,clear sky
559,Asau,RO,46.4333,26.4,60.28,94,11,4.81,few clouds
560,Lakhnau,IN,26.85,80.9167,82.38,89,75,0.0,mist
561,Juneau,US,58.3019,-134.4197,62.6,99,100,3.44,overcast clouds
562,Illapel,CL,-31.6308,-71.1653,53.28,86,100,1.39,overcast clouds
563,Tual,ID,-5.6667,132.75,79.56,84,100,17.49,overcast clouds
564,Bingol,TR,38.8847,40.4939,71.83,22,0,5.73,clear sky
565,San Andres,CO,12.5847,-81.7006,84.22,74,40,10.36,scattered clouds
566,Dalby,AU,-27.1833,151.2667,62.98,65,100,3.0,overcast clouds
